fitAve,fitMax,fitMin,rawAve,rawDev,rawMax,rawMin,rawVar
0.033048485185220626,0.04444337333662995,0.0,0.3335665393539786,0.015731697607317824,0.3465465174759729,0.2458999175561661,0.0002474863096080893
0.008060906102694004,0.012263504520646049,0.0,0.3430428951876676,0.0039406205359636326,0.3474251586363864,0.3276236993042953,1.5528490208458303e-05
0.010552056614567214,0.01510306684289376,0.0,0.3429159646107349,0.005096280419832208,0.3478264706139643,0.3186756735308504,2.5972074117565145e-05
0.0140803429430924,0.01898152155778715,0.0,0.34354712412868177,0.006741114237254347,0.3490464172119602,0.30338485316026026,4.544262115971326e-05
0.02028231412197489,0.026570679347491143,0.0,0.3428750899040869,0.009703057486103731,0.35003965427937056,0.28816214874447776,9.414932457863367e-05
0.019561185093350586,0.026423873262031675,0.0,0.34248220293421017,0.00943321095843564,0.35003965427937056,0.2923324851741018,8.898546898635026e-05
0.01339150693290756,0.019495447648917426,0.0,0.3438903790633501,0.0064872754506798145,0.35041127581090786,0.3094461422408825,4.208474277299301e-05
0.01160515827410814,0.01692515969657242,0.0,0.3453250968876186,0.005604644078098958,0.3510409684279931,0.316232743866594,3.1412035242169714e-05
0.015941675272068443,0.023535722789298545,0.0,0.3439504416466251,0.007726144791463216,0.3520338748529972,0.3097750651475004,5.969331333865416e-05
0.012910975442155815,0.01991230680357309,0.0,0.344713421215712,0.006295926583143961,0.3520338748529972,0.31601762799001176,3.9638691540338776e-05
0.019155332211436005,0.025351477434192343,0.0,0.3450994823675377,0.00920854247436644,0.3520338748529972,0.29079404217765203,8.479725450221082e-05
0.02453941132641215,0.03189622009322466,0.0,0.34401715952716083,0.011817017774514507,0.3522793440713565,0.27910892081696936,0.00013964190908319186
0.01493082754671318,0.023245812909681484,0.0,0.3436824666139596,0.007324467726142291,0.3522793440713565,0.3163530214259842,5.3647827471300034e-05
0.01410276150461887,0.02076741488425094,0.0,0.3452775951834549,0.006882832998174692,0.3522793440713565,0.315477565326747,4.737339008076242e-05
0.018556661586287524,0.02696513353239732,0.0,0.3434022073903382,0.009043998425689532,0.3522793440713565,0.2939440767629274,8.179390752387477e-05
0.01580350017400254,0.02341961505779821,0.0,0.3452562127443318,0.007605146393671155,0.3534655350147877,0.310052572445847,5.783825166916942e-05
0.03591117490593386,0.04519807426010639,0.0,0.34253598385196393,0.017134261548641325,0.3534655350147877,0.2605389968146028,0.00029358291881724865
0.029448832942214988,0.03962441294396715,0.0,0.34230126918167514,0.014230073555427285,0.3534655350147877,0.25713970204100994,0.00020249499339287087
0.02050700333251096,0.02914855900536498,0.0,0.3441106618039986,0.009896842897287915,0.3534655350147877,0.29812001153951856,9.794749933359825e-05
0.02114142188980876,0.028239119793410625,0.0,0.3455009057766157,0.01013724527761932,0.3534655350147877,0.29267328148575017,0.0001027637418186152
0.04632490565532908,0.05844902895456657,0.0,0.33954394575475066,0.02226371984726476,0.3534655350147877,0.20846633121257185,0.0004956732214374906
0.01631114724754864,0.02462474400700171,0.0,0.3446602042543461,0.007909706623280027,0.3534655350147877,0.31578317996379274,6.256345886635993e-05
0.02318396941469011,0.03237224965618465,0.0,0.3436775162555544,0.011202535381314924,0.35364469514910923,0.2844632582157518,0.00012549679896961273
0.014524448231521294,0.021935170137951,0.0,0.3458363441833611,0.007063409586101415,0.35364469514910923,0.3097027830778629,4.9891754981029355e-05
0.016863074450095626,0.024574897271993086,0.0,0.3454065054749082,0.008168353798896025,0.35364469514910923,0.3053408545897562,6.672200378393912e-05
0.018921282369056828,0.02757345679938524,0.0,0.3444308431060629,0.009179802378169464,0.35364469514910923,0.3029093918513428,8.426877170224578e-05
0.017822855345179973,0.02642487171191947,0.0,0.3444951926992155,0.00863768463101288,0.35364469514910923,0.3128411614239104,7.46095957848361e-05
0.016869719833179232,0.02400959729524469,0.0,0.34589884596504417,0.008131874055589811,0.35364469514910923,0.3036656102609803,6.612737565597468e-05
0.02163080481653088,0.03068931439205888,0.0,0.34381076923606185,0.01042769423950575,0.35364469514910923,0.2941415772720569,0.00010873680715262142
0.02729377261919051,0.03891476600867465,0.0,0.3413146771492789,0.013292374004422172,0.35364469514910923,0.2944427096393672,0.00017668720667343834
0.019073548610848014,0.026740249743501563,0.0,0.34520796872192555,0.00915176165815894,0.35364469514910923,0.30434732248270546,8.37547414477481e-05
0.0218177113198338,0.031215785265823318,0.0,0.3435556607223005,0.010563375419507285,0.35364469514910923,0.29613835662495536,0.00011158490025345064
0.03319525388331721,0.04414265940880654,0.0,0.34157860886121344,0.01601038679078846,0.35370049468844306,0.25529941670043865,0.00025633248519065367
0.02893105857974968,0.03983284969135329,0.0,0.34172300864591004,0.013927681824410138,0.35370049468844306,0.2850672619864828,0.0001939803210020045
0.021190366061584386,0.03199844862705718,0.0,0.34227898932202605,0.01028847163032009,0.35370049468844306,0.29377234670882885,0.00010585264848790136
0.0192547415010264,0.026421497701021247,0.0,0.3459061369191586,0.009313569965868402,0.35370049468844306,0.2885497337773835,8.674258550912594e-05
0.01720634993095985,0.02680534183957316,0.0,0.34369234695878403,0.008398597054957066,0.35370049468844306,0.29758951285228474,7.05364324915335e-05
0.026832270962677585,0.03877061234100738,0.0,0.3410427179708027,0.01305641781168352,0.35370049468844306,0.2640037293321905,0.00017047004607324666
0.02407403497873997,0.03377027372298077,0.0,0.3431738343148173,0.011621806674677505,0.35370049468844306,0.27910403385638244,0.00013506639038357856
0.02945641242789113,0.03947062810217957,0.0,0.34271235445928955,0.014241243936513026,0.35370049468844306,0.2398295409711361,0.00020281302885926896
0.020768646967156287,0.029598210052431562,0.0,0.3442231137918004,0.01006041457789444,0.35370049468844306,0.30241193759616714,0.00010121194147911094
0.023105027711312263,0.03514630289176325,0.0,0.3412276202448442,0.011336714224082205,0.35370049468844306,0.3093954442188901,0.00012852108939850776
0.01996802338067261,0.02944057134971075,0.0,0.3437498881601676,0.009744982410717648,0.35370049468844306,0.3076293983942393,9.496468218519636e-05
0.03532604699065068,0.0465324521246178,0.0,0.3415313504181607,0.016953523178312602,0.3541567561861533,0.25176600267263705,0.0002874219481575826
0.013868889365419676,0.02091077730500954,0.0,0.34659272695584165,0.006673374037348955,0.3541567561861533,0.3167303600841878,4.4533921042363094e-05
0.012600484844313326,0.01923498699669616,0.0,0.3471762176734345,0.006127224241988683,0.3541567561861533,0.31012109755511963,3.7542876911613785e-05
0.01951880225563817,0.02795353979696015,0.0,0.3451572741512437,0.009477028881025314,0.3541567561861533,0.2824448298542545,8.98140764117879e-05
0.012346207633635285,0.019831497040536925,0.0,0.3463962201022996,0.00603548047834162,0.3541567561861533,0.3247725954405329,3.64270246044428e-05
0.020857513482899943,0.030277832672830275,0.0,0.3441702154712792,0.010145645978978093,0.3541567561861533,0.2834644337448447,0.00010293413233075432
0.01259061132392838,0.01987243098073169,0.0,0.3466519146706455,0.006183794732611952,0.3541567561861533,0.3255927307438051,3.823931729507933e-05
0.016970935769185673,0.024502973984970585,0.0,0.3461314698842561,0.008238843841536723,0.3541567561861533,0.29855351424243565,6.78785478452276e-05
0.02181909462704001,0.030443360157734318,0.0,0.344790574595223,0.01053858928340202,0.3541567561861533,0.2914677786864691,0.00011106186408423591
0.013478976854238522,0.02088323508946453,0.0,0.34635521148572324,0.0065408451945172435,0.3541567561861533,0.3093271350853835,4.278265585863932e-05
0.026141968224343486,0.03257224189525998,0.0,0.34661165902964064,0.01251357236937368,0.3541567561861533,0.2552498802305509,0.00015658949344355243
0.0196789775326343,0.02748421602934252,0.0,0.3459282368667967,0.009536399308140977,0.35433965427985725,0.29550003326879504,9.094291176431171e-05
0.014965157795865809,0.021792042684197203,0.0,0.3469642032320615,0.0072082958182007285,0.35433965427985725,0.30618646420607804,5.195952860269011e-05
0.013705884580346635,0.020814619912659288,0.0,0.3468203353236437,0.00664765047822287,0.35433965427985725,0.31415012869655656,4.419125688061675e-05
0.008416120200790505,0.014601471078847385,0.0,0.3479467310673673,0.00410427393317871,0.35433965427985725,0.33316191436533865,1.6845064518570237e-05
0.013021623389161496,0.019625552359060112,0.0,0.3473294199914655,0.006307659035334176,0.35433965427985725,0.31700061595159584,3.978656250603287e-05
